"Step","swept-sweep-5 - val_loss","swept-sweep-5 - val_loss__MIN","swept-sweep-5 - val_loss__MAX","swept-sweep-4 - val_loss","swept-sweep-4 - val_loss__MIN","swept-sweep-4 - val_loss__MAX","divine-sweep-3 - val_loss","divine-sweep-3 - val_loss__MIN","divine-sweep-3 - val_loss__MAX","twilight-sweep-2 - val_loss","twilight-sweep-2 - val_loss__MIN","twilight-sweep-2 - val_loss__MAX","glad-sweep-1 - val_loss","glad-sweep-1 - val_loss__MIN","glad-sweep-1 - val_loss__MAX","vague-sweep-1 - val_loss","vague-sweep-1 - val_loss__MIN","vague-sweep-1 - val_loss__MAX"
"10","0.04350370168685913","0.04350370168685913","0.04350370168685913","0.043954916298389435","0.043954916298389435","0.043954916298389435","0.043543532490730286","0.043543532490730286","0.043543532490730286","0.0429268516600132","0.0429268516600132","0.0429268516600132","0.04410165548324585","0.04410165548324585","0.04410165548324585","0.014604122377932072","0.014604122377932072","0.014604122377932072"
"11","0.04364034906029701","0.04364034906029701","0.04364034906029701","0.04286319017410278","0.04286319017410278","0.04286319017410278","0.04370136186480522","0.04370136186480522","0.04370136186480522","0.04310589283704758","0.04310589283704758","0.04310589283704758","0.043839238584041595","0.043839238584041595","0.043839238584041595","0.014900433830916882","0.014900433830916882","0.014900433830916882"
"12","0.043604589998722076","0.043604589998722076","0.043604589998722076","0.043051958084106445","0.043051958084106445","0.043051958084106445","0.043230317533016205","0.043230317533016205","0.043230317533016205","0.04301813244819641","0.04301813244819641","0.04301813244819641","0.04461021348834038","0.04461021348834038","0.04461021348834038","0.015143260359764099","0.015143260359764099","0.015143260359764099"
"13","0.04265916347503662","0.04265916347503662","0.04265916347503662","0.043447345495224","0.043447345495224","0.043447345495224","0.04333125799894333","0.04333125799894333","0.04333125799894333","0.04325013607740402","0.04325013607740402","0.04325013607740402","0.043880198150873184","0.043880198150873184","0.043880198150873184","0.014747178182005882","0.014747178182005882","0.014747178182005882"
"14","0.04256816580891609","0.04256816580891609","0.04256816580891609","0.04304405674338341","0.04304405674338341","0.04304405674338341","0.042931489646434784","0.042931489646434784","0.042931489646434784","0.043350398540496826","0.043350398540496826","0.043350398540496826","0.04402393102645874","0.04402393102645874","0.04402393102645874","0.014494168572127819","0.014494168572127819","0.014494168572127819"
"15","0.04308787360787392","0.04308787360787392","0.04308787360787392","0.0428820438683033","0.0428820438683033","0.0428820438683033","0.0453953742980957","0.0453953742980957","0.0453953742980957","0.04292567819356918","0.04292567819356918","0.04292567819356918","0.04362289607524872","0.04362289607524872","0.04362289607524872","0.014690177515149117","0.014690177515149117","0.014690177515149117"
"16","0.04298974201083183","0.04298974201083183","0.04298974201083183","0.04333722963929176","0.04333722963929176","0.04333722963929176","0.043820492923259735","0.043820492923259735","0.043820492923259735","0.042616892606019974","0.042616892606019974","0.042616892606019974","0.04378017783164978","0.04378017783164978","0.04378017783164978","0.014961536973714828","0.014961536973714828","0.014961536973714828"
"17","0.042491573840379715","0.042491573840379715","0.042491573840379715","0.043073102831840515","0.043073102831840515","0.043073102831840515","0.04319029673933983","0.04319029673933983","0.04319029673933983","0.04270134121179581","0.04270134121179581","0.04270134121179581","0.04328470677137375","0.04328470677137375","0.04328470677137375","0.014735186472535133","0.014735186472535133","0.014735186472535133"
"18","0.04282715544104576","0.04282715544104576","0.04282715544104576","0.04285872355103493","0.04285872355103493","0.04285872355103493","0.04323245584964752","0.04323245584964752","0.04323245584964752","0.04248245060443878","0.04248245060443878","0.04248245060443878","0.04347115010023117","0.04347115010023117","0.04347115010023117","0.014493001624941826","0.014493001624941826","0.014493001624941826"
"19","0.042494531720876694","0.042494531720876694","0.042494531720876694","0.04289786517620087","0.04289786517620087","0.04289786517620087","0.042918626219034195","0.042918626219034195","0.042918626219034195","0.04247689247131348","0.04247689247131348","0.04247689247131348","0.042924828827381134","0.042924828827381134","0.042924828827381134","0.014594482257962227","0.014594482257962227","0.014594482257962227"
"20","0.042641397565603256","0.042641397565603256","0.042641397565603256","0.042777497321367264","0.042777497321367264","0.042777497321367264","0.04273783043026924","0.04273783043026924","0.04273783043026924","0.041901327669620514","0.041901327669620514","0.041901327669620514","0.04362672194838524","0.04362672194838524","0.04362672194838524","0.014732539653778076","0.014732539653778076","0.014732539653778076"
"21","0.04240735247731209","0.04240735247731209","0.04240735247731209","0.04321851581335068","0.04321851581335068","0.04321851581335068","0.04262051731348038","0.04262051731348038","0.04262051731348038","0.04244779795408249","0.04244779795408249","0.04244779795408249","0.04270419850945473","0.04270419850945473","0.04270419850945473","0.015300503000617027","0.015300503000617027","0.015300503000617027"
"22","0.04254261031746864","0.04254261031746864","0.04254261031746864","0.04260724037885666","0.04260724037885666","0.04260724037885666","0.042382996529340744","0.042382996529340744","0.042382996529340744","0.042511362582445145","0.042511362582445145","0.042511362582445145","0.04274412989616394","0.04274412989616394","0.04274412989616394","","",""
"23","0.042364124208688736","0.042364124208688736","0.042364124208688736","0.04276278614997864","0.04276278614997864","0.04276278614997864","0.04216699302196503","0.04216699302196503","0.04216699302196503","0.0422208197414875","0.0422208197414875","0.0422208197414875","0.0428999625146389","0.0428999625146389","0.0428999625146389","","",""
"24","0.04311881586909294","0.04311881586909294","0.04311881586909294","0.04245542362332344","0.04245542362332344","0.04245542362332344","0.04211655631661415","0.04211655631661415","0.04211655631661415","0.04276585206389427","0.04276585206389427","0.04276585206389427","0.043271031230688095","0.043271031230688095","0.043271031230688095","","",""
"25","0.04314279928803444","0.04314279928803444","0.04314279928803444","0.04243418201804161","0.04243418201804161","0.04243418201804161","0.04216252267360687","0.04216252267360687","0.04216252267360687","0.04237162694334984","0.04237162694334984","0.04237162694334984","0.04323362931609154","0.04323362931609154","0.04323362931609154","","",""
"26","0.0424768328666687","0.0424768328666687","0.0424768328666687","0.042146164923906326","0.042146164923906326","0.042146164923906326","0.04181114211678505","0.04181114211678505","0.04181114211678505","0.042433422058820724","0.042433422058820724","0.042433422058820724","0.042905036360025406","0.042905036360025406","0.042905036360025406","","",""
"27","0.042295798659324646","0.042295798659324646","0.042295798659324646","0.04239394888281822","0.04239394888281822","0.04239394888281822","0.04197864979505539","0.04197864979505539","0.04197864979505539","0.041979022324085236","0.041979022324085236","0.041979022324085236","0.04263914376497269","0.04263914376497269","0.04263914376497269","","",""
"28","0.042446669191122055","0.042446669191122055","0.042446669191122055","0.0424271784722805","0.0424271784722805","0.0424271784722805","0.04387400299310684","0.04387400299310684","0.04387400299310684","0.041913580149412155","0.041913580149412155","0.041913580149412155","0.04299566149711609","0.04299566149711609","0.04299566149711609","","",""
"29","0.042704395949840546","0.042704395949840546","0.042704395949840546","0.042232610285282135","0.042232610285282135","0.042232610285282135","0.043534137308597565","0.043534137308597565","0.043534137308597565","0.042213164269924164","0.042213164269924164","0.042213164269924164","0.0423629954457283","0.0423629954457283","0.0423629954457283","","",""
"30","0.0425264909863472","0.0425264909863472","0.0425264909863472","0.04247482120990753","0.04247482120990753","0.04247482120990753","0.04373713210225105","0.04373713210225105","0.04373713210225105","0.04210307449102402","0.04210307449102402","0.04210307449102402","0.042314428836107254","0.042314428836107254","0.042314428836107254","","",""
"31","0.04259435832500458","0.04259435832500458","0.04259435832500458","0.0422721691429615","0.0422721691429615","0.0422721691429615","0.04323272407054901","0.04323272407054901","0.04323272407054901","0.04193400591611862","0.04193400591611862","0.04193400591611862","0.04277452453970909","0.04277452453970909","0.04277452453970909","","",""
"32","0.042427241802215576","0.042427241802215576","0.042427241802215576","0.04235288128256798","0.04235288128256798","0.04235288128256798","0.04228478670120239","0.04228478670120239","0.04228478670120239","0.042055439203977585","0.042055439203977585","0.042055439203977585","0.042607828974723816","0.042607828974723816","0.042607828974723816","","",""
"33","0.042335037142038345","0.042335037142038345","0.042335037142038345","0.041908781975507736","0.041908781975507736","0.041908781975507736","0.04278942570090294","0.04278942570090294","0.04278942570090294","0.041991397738456726","0.041991397738456726","0.041991397738456726","0.043472789227962494","0.043472789227962494","0.043472789227962494","","",""
"34","0.04238712787628174","0.04238712787628174","0.04238712787628174","0.04198577255010605","0.04198577255010605","0.04198577255010605","0.04240816831588745","0.04240816831588745","0.04240816831588745","0.04203053563833237","0.04203053563833237","0.04203053563833237","0.04302682727575302","0.04302682727575302","0.04302682727575302","","",""
"35","0.04241032525897026","0.04241032525897026","0.04241032525897026","0.04227498918771744","0.04227498918771744","0.04227498918771744","0.04233149066567421","0.04233149066567421","0.04233149066567421","0.04185442626476288","0.04185442626476288","0.04185442626476288","0.04263719916343689","0.04263719916343689","0.04263719916343689","","",""
"36","0.042283814400434494","0.042283814400434494","0.042283814400434494","0.04233046993613243","0.04233046993613243","0.04233046993613243","0.04222724586725235","0.04222724586725235","0.04222724586725235","0.041933175176382065","0.041933175176382065","0.041933175176382065","0.04304444044828415","0.04304444044828415","0.04304444044828415","","",""
"37","0.042187079787254333","0.042187079787254333","0.042187079787254333","0.042657580226659775","0.042657580226659775","0.042657580226659775","0.04227862507104874","0.04227862507104874","0.04227862507104874","0.041897524148225784","0.041897524148225784","0.041897524148225784","0.0429266132414341","0.0429266132414341","0.0429266132414341","","",""
"38","0.0427209734916687","0.0427209734916687","0.0427209734916687","0.042154956609010696","0.042154956609010696","0.042154956609010696","0.042606960982084274","0.042606960982084274","0.042606960982084274","0.042028650641441345","0.042028650641441345","0.042028650641441345","0.04264428839087486","0.04264428839087486","0.04264428839087486","","",""
"39","0.04202881455421448","0.04202881455421448","0.04202881455421448","0.04217327758669853","0.04217327758669853","0.04217327758669853","0.04268661141395569","0.04268661141395569","0.04268661141395569","0.04197505861520767","0.04197505861520767","0.04197505861520767","0.04268834739923477","0.04268834739923477","0.04268834739923477","","",""
"40","0.04262886941432953","0.04262886941432953","0.04262886941432953","0.04177369549870491","0.04177369549870491","0.04177369549870491","0.04288925603032112","0.04288925603032112","0.04288925603032112","0.04172429442405701","0.04172429442405701","0.04172429442405701","0.043223097920417786","0.043223097920417786","0.043223097920417786","","",""
"41","0.04227789491415024","0.04227789491415024","0.04227789491415024","0.0419260673224926","0.0419260673224926","0.0419260673224926","0.042678434401750565","0.042678434401750565","0.042678434401750565","0.042008377611637115","0.042008377611637115","0.042008377611637115","0.04399551451206207","0.04399551451206207","0.04399551451206207","","",""
"42","0.04217856749892235","0.04217856749892235","0.04217856749892235","0.04228789359331131","0.04228789359331131","0.04228789359331131","0.04189341887831688","0.04189341887831688","0.04189341887831688","0.0427250862121582","0.0427250862121582","0.0427250862121582","0.04327189177274704","0.04327189177274704","0.04327189177274704","","",""
"43","0.04231761768460274","0.04231761768460274","0.04231761768460274","0.0418284647166729","0.0418284647166729","0.0418284647166729","0.04217956215143204","0.04217956215143204","0.04217956215143204","0.041882339864969254","0.041882339864969254","0.041882339864969254","0.042668666690588","0.042668666690588","0.042668666690588","","",""
"44","0.041930485516786575","0.041930485516786575","0.041930485516786575","0.041804373264312744","0.041804373264312744","0.041804373264312744","0.042812250554561615","0.042812250554561615","0.042812250554561615","0.04226040467619896","0.04226040467619896","0.04226040467619896","0.04259577393531799","0.04259577393531799","0.04259577393531799","","",""
"45","0.042354386299848557","0.042354386299848557","0.042354386299848557","0.042552400380373","0.042552400380373","0.042552400380373","0.042090512812137604","0.042090512812137604","0.042090512812137604","0.04222219064831734","0.04222219064831734","0.04222219064831734","0.04280942678451538","0.04280942678451538","0.04280942678451538","","",""
"46","0.042399659752845764","0.042399659752845764","0.042399659752845764","0.042266905307769775","0.042266905307769775","0.042266905307769775","0.0421040840446949","0.0421040840446949","0.0421040840446949","0.041571568697690964","0.041571568697690964","0.041571568697690964","0.04205252602696419","0.04205252602696419","0.04205252602696419","","",""
"47","0.04221896454691887","0.04221896454691887","0.04221896454691887","0.042265165597200394","0.042265165597200394","0.042265165597200394","0.04227539151906967","0.04227539151906967","0.04227539151906967","0.042069438844919205","0.042069438844919205","0.042069438844919205","0.04238491132855415","0.04238491132855415","0.04238491132855415","","",""
"48","0.041904792189598083","0.041904792189598083","0.041904792189598083","0.04228084161877632","0.04228084161877632","0.04228084161877632","0.04177538678050041","0.04177538678050041","0.04177538678050041","0.04194525256752968","0.04194525256752968","0.04194525256752968","0.04295990616083145","0.04295990616083145","0.04295990616083145","","",""
"49","0.04199042543768883","0.04199042543768883","0.04199042543768883","0.04197122901678085","0.04197122901678085","0.04197122901678085","0.04183854162693024","0.04183854162693024","0.04183854162693024","0.04188409820199013","0.04188409820199013","0.04188409820199013","0.04254528507590294","0.04254528507590294","0.04254528507590294","","",""
"50","0.04234649986028671","0.04234649986028671","0.04234649986028671","0.04041540250182152","0.04041540250182152","0.04041540250182152","0.041689857840538025","0.041689857840538025","0.041689857840538025","0.04179738089442253","0.04179738089442253","0.04179738089442253","0.042585644870996475","0.042585644870996475","0.042585644870996475","","",""
"51","0.042061369866132736","0.042061369866132736","0.042061369866132736","0.04135622829198837","0.04135622829198837","0.04135622829198837","0.04237956553697586","0.04237956553697586","0.04237956553697586","0.041846565902233124","0.041846565902233124","0.041846565902233124","0.04192519560456276","0.04192519560456276","0.04192519560456276","","",""
"52","0.04231875389814377","0.04231875389814377","0.04231875389814377","0.04184082895517349","0.04184082895517349","0.04184082895517349","0.04214062914252281","0.04214062914252281","0.04214062914252281","0.041659314185380936","0.041659314185380936","0.041659314185380936","0.042444661259651184","0.042444661259651184","0.042444661259651184","","",""
"53","0.04229871183633804","0.04229871183633804","0.04229871183633804","0.042436204850673676","0.042436204850673676","0.042436204850673676","0.041854504495859146","0.041854504495859146","0.041854504495859146","0.041919197887182236","0.041919197887182236","0.041919197887182236","0.04261574149131775","0.04261574149131775","0.04261574149131775","","",""
"54","0.04162422940135002","0.04162422940135002","0.04162422940135002","0.04218214005231857","0.04218214005231857","0.04218214005231857","0.041831545531749725","0.041831545531749725","0.041831545531749725","0.04181591048836708","0.04181591048836708","0.04181591048836708","0.042597655206918716","0.042597655206918716","0.042597655206918716","","",""
"55","0.04214700683951378","0.04214700683951378","0.04214700683951378","0.04107675701379776","0.04107675701379776","0.04107675701379776","0.04124400019645691","0.04124400019645691","0.04124400019645691","0.04168504849076271","0.04168504849076271","0.04168504849076271","0.04175417497754097","0.04175417497754097","0.04175417497754097","","",""
"56","0.041220493614673615","0.041220493614673615","0.041220493614673615","0.041237395256757736","0.041237395256757736","0.041237395256757736","0.042078543454408646","0.042078543454408646","0.042078543454408646","0.04208274185657501","0.04208274185657501","0.04208274185657501","0.042658329010009766","0.042658329010009766","0.042658329010009766","","",""
"57","0.04168039187788963","0.04168039187788963","0.04168039187788963","0.041848041117191315","0.041848041117191315","0.041848041117191315","0.041514474898576736","0.041514474898576736","0.041514474898576736","0.041953034698963165","0.041953034698963165","0.041953034698963165","0.04212133213877678","0.04212133213877678","0.04212133213877678","","",""
"58","0.04186450317502022","0.04186450317502022","0.04186450317502022","0.04182052239775658","0.04182052239775658","0.04182052239775658","0.04177029803395271","0.04177029803395271","0.04177029803395271","0.041779208928346634","0.041779208928346634","0.041779208928346634","0.04230637103319168","0.04230637103319168","0.04230637103319168","","",""
"59","0.04202335327863693","0.04202335327863693","0.04202335327863693","0.041927702724933624","0.041927702724933624","0.041927702724933624","0.04141584783792496","0.04141584783792496","0.04141584783792496","0.041908327490091324","0.041908327490091324","0.041908327490091324","0.04219954460859299","0.04219954460859299","0.04219954460859299","","",""
"60","0.041412148624658585","0.041412148624658585","0.041412148624658585","0.04189596325159073","0.04189596325159073","0.04189596325159073","0.04299111291766167","0.04299111291766167","0.04299111291766167","0.041853971779346466","0.041853971779346466","0.041853971779346466","0.04236407205462456","0.04236407205462456","0.04236407205462456","","",""
"61","0.04202120006084442","0.04202120006084442","0.04202120006084442","0.0420818105340004","0.0420818105340004","0.0420818105340004","0.0413844920694828","0.0413844920694828","0.0413844920694828","0.04210440069437027","0.04210440069437027","0.04210440069437027","0.04224041849374771","0.04224041849374771","0.04224041849374771","","",""
"62","0.04231851547956467","0.04231851547956467","0.04231851547956467","0.0417059063911438","0.0417059063911438","0.0417059063911438","0.04206820949912071","0.04206820949912071","0.04206820949912071","0.042168036103248596","0.042168036103248596","0.042168036103248596","0.042607348412275314","0.042607348412275314","0.042607348412275314","","",""
"63","0.04141836613416672","0.04141836613416672","0.04141836613416672","0.04204068332910538","0.04204068332910538","0.04204068332910538","0.04217948019504547","0.04217948019504547","0.04217948019504547","0.04163683205842972","0.04163683205842972","0.04163683205842972","0.042410094290971756","0.042410094290971756","0.042410094290971756","","",""
"64","0.04179522022604942","0.04179522022604942","0.04179522022604942","0.04227222502231598","0.04227222502231598","0.04227222502231598","0.04244152456521988","0.04244152456521988","0.04244152456521988","0.04184853658080101","0.04184853658080101","0.04184853658080101","0.04226408153772354","0.04226408153772354","0.04226408153772354","","",""
"65","0.04225435480475426","0.04225435480475426","0.04225435480475426","0.04174502566456795","0.04174502566456795","0.04174502566456795","0.041925135999917984","0.041925135999917984","0.041925135999917984","0.04149813577532768","0.04149813577532768","0.04149813577532768","0.04238925874233246","0.04238925874233246","0.04238925874233246","","",""
"66","0.04223223775625229","0.04223223775625229","0.04223223775625229","0.04120717570185661","0.04120717570185661","0.04120717570185661","0.042540669441223145","0.042540669441223145","0.042540669441223145","0.041466034948825836","0.041466034948825836","0.041466034948825836","0.04165732488036156","0.04165732488036156","0.04165732488036156","","",""
"67","0.04202957823872566","0.04202957823872566","0.04202957823872566","0.04140835627913475","0.04140835627913475","0.04140835627913475","0.04194791615009308","0.04194791615009308","0.04194791615009308","0.041741881519556046","0.041741881519556046","0.041741881519556046","0.0417027547955513","0.0417027547955513","0.0417027547955513","","",""
"68","0.0418788380920887","0.0418788380920887","0.0418788380920887","0.04192734882235527","0.04192734882235527","0.04192734882235527","0.042490094900131226","0.042490094900131226","0.042490094900131226","0.041336789727211","0.041336789727211","0.041336789727211","0.041527338325977325","0.041527338325977325","0.041527338325977325","","",""
"69","0.041751161217689514","0.041751161217689514","0.041751161217689514","0.04172159358859062","0.04172159358859062","0.04172159358859062","0.041952528059482574","0.041952528059482574","0.041952528059482574","0.041599538177251816","0.041599538177251816","0.041599538177251816","0.04159538075327873","0.04159538075327873","0.04159538075327873","","",""
"70","0.04181085526943207","0.04181085526943207","0.04181085526943207","0.040446534752845764","0.040446534752845764","0.040446534752845764","0.041624657809734344","0.041624657809734344","0.041624657809734344","0.041605498641729355","0.041605498641729355","0.041605498641729355","0.042831264436244965","0.042831264436244965","0.042831264436244965","","",""
"71","0.04193821921944618","0.04193821921944618","0.04193821921944618","0.04201619699597359","0.04201619699597359","0.04201619699597359","0.0419902577996254","0.0419902577996254","0.0419902577996254","0.04159323126077652","0.04159323126077652","0.04159323126077652","0.04164167121052742","0.04164167121052742","0.04164167121052742","","",""
"72","0.04142939671874046","0.04142939671874046","0.04142939671874046","0.041380200535058975","0.041380200535058975","0.041380200535058975","0.04199044033885002","0.04199044033885002","0.04199044033885002","0.041772354394197464","0.041772354394197464","0.041772354394197464","0.04187546670436859","0.04187546670436859","0.04187546670436859","","",""
"73","0.040876153856515884","0.040876153856515884","0.040876153856515884","0.041886333376169205","0.041886333376169205","0.041886333376169205","0.04113425686955452","0.04113425686955452","0.04113425686955452","0.04165760427713394","0.04165760427713394","0.04165760427713394","0.041980039328336716","0.041980039328336716","0.041980039328336716","","",""
"74","0.041977446526288986","0.041977446526288986","0.041977446526288986","0.042062822729349136","0.042062822729349136","0.042062822729349136","0.04239082708954811","0.04239082708954811","0.04239082708954811","0.04155556112527847","0.04155556112527847","0.04155556112527847","0.041728973388671875","0.041728973388671875","0.041728973388671875","","",""
"75","0.04165450856089592","0.04165450856089592","0.04165450856089592","0.04219568148255348","0.04219568148255348","0.04219568148255348","0.04151274636387825","0.04151274636387825","0.04151274636387825","0.04179518297314644","0.04179518297314644","0.04179518297314644","0.042440954595804214","0.042440954595804214","0.042440954595804214","","",""
"76","0.04111570864915848","0.04111570864915848","0.04111570864915848","0.04201742634177208","0.04201742634177208","0.04201742634177208","0.041317328810691833","0.041317328810691833","0.041317328810691833","0.04179459437727928","0.04179459437727928","0.04179459437727928","0.042108941823244095","0.042108941823244095","0.042108941823244095","","",""
"77","0.04125620424747467","0.04125620424747467","0.04125620424747467","0.042138151824474335","0.042138151824474335","0.042138151824474335","0.041590698063373566","0.041590698063373566","0.041590698063373566","0.04137903451919556","0.04137903451919556","0.04137903451919556","0.042071614414453506","0.042071614414453506","0.042071614414453506","","",""
"78","0.04184388741850853","0.04184388741850853","0.04184388741850853","0.04131954535841942","0.04131954535841942","0.04131954535841942","0.04199275001883507","0.04199275001883507","0.04199275001883507","0.04136691242456436","0.04136691242456436","0.04136691242456436","0.04191488400101662","0.04191488400101662","0.04191488400101662","","",""
"79","0.040719173848629","0.040719173848629","0.040719173848629","0.04232477769255638","0.04232477769255638","0.04232477769255638","0.0415363535284996","0.0415363535284996","0.0415363535284996","0.04137907922267914","0.04137907922267914","0.04137907922267914","0.04272399842739105","0.04272399842739105","0.04272399842739105","","",""
"80","0.04152260348200798","0.04152260348200798","0.04152260348200798","0.04251815751194954","0.04251815751194954","0.04251815751194954","0.042092420160770416","0.042092420160770416","0.042092420160770416","0.04171932861208916","0.04171932861208916","0.04171932861208916","0.04220092296600342","0.04220092296600342","0.04220092296600342","","",""
"81","0.04216751828789711","0.04216751828789711","0.04216751828789711","0.04257582128047943","0.04257582128047943","0.04257582128047943","0.04222385212779045","0.04222385212779045","0.04222385212779045","0.041773438453674316","0.041773438453674316","0.041773438453674316","0.04214418679475784","0.04214418679475784","0.04214418679475784","","",""
"82","0.041175298392772675","0.041175298392772675","0.041175298392772675","0.042420510202646255","0.042420510202646255","0.042420510202646255","0.042617067694664","0.042617067694664","0.042617067694664","0.041594136506319046","0.041594136506319046","0.041594136506319046","0.042474642395973206","0.042474642395973206","0.042474642395973206","","",""
"83","0.041607439517974854","0.041607439517974854","0.041607439517974854","0.04184529185295105","0.04184529185295105","0.04184529185295105","0.04184594750404358","0.04184594750404358","0.04184594750404358","0.04132899269461632","0.04132899269461632","0.04132899269461632","0.042533718049526215","0.042533718049526215","0.042533718049526215","","",""
"84","0.04196987673640251","0.04196987673640251","0.04196987673640251","0.04228758066892624","0.04228758066892624","0.04228758066892624","0.04295423626899719","0.04295423626899719","0.04295423626899719","0.04124798625707626","0.04124798625707626","0.04124798625707626","0.04235761612653732","0.04235761612653732","0.04235761612653732","","",""
"85","0.04150892794132233","0.04150892794132233","0.04150892794132233","0.042264748364686966","0.042264748364686966","0.042264748364686966","0.04197663068771362","0.04197663068771362","0.04197663068771362","0.04136618599295616","0.04136618599295616","0.04136618599295616","0.04239994287490845","0.04239994287490845","0.04239994287490845","","",""
"86","0.04124400019645691","0.04124400019645691","0.04124400019645691","0.041612230241298676","0.041612230241298676","0.041612230241298676","0.042610011994838715","0.042610011994838715","0.042610011994838715","0.0416305810213089","0.0416305810213089","0.0416305810213089","0.04342488572001457","0.04342488572001457","0.04342488572001457","","",""
"87","0.04224935546517372","0.04224935546517372","0.04224935546517372","0.04229959473013878","0.04229959473013878","0.04229959473013878","0.04202011972665787","0.04202011972665787","0.04202011972665787","0.041415054351091385","0.041415054351091385","0.041415054351091385","0.04239976778626442","0.04239976778626442","0.04239976778626442","","",""
"88","0.04141947254538536","0.04141947254538536","0.04141947254538536","0.04186863824725151","0.04186863824725151","0.04186863824725151","0.042712509632110596","0.042712509632110596","0.042712509632110596","0.041713833808898926","0.041713833808898926","0.041713833808898926","0.043248411267995834","0.043248411267995834","0.043248411267995834","","",""
"89","0.042133037000894547","0.042133037000894547","0.042133037000894547","0.04258332401514053","0.04258332401514053","0.04258332401514053","0.041484203189611435","0.041484203189611435","0.041484203189611435","0.0413924865424633","0.0413924865424633","0.0413924865424633","0.04203003644943237","0.04203003644943237","0.04203003644943237","","",""
